"","date","month","day","station","zipcode","lat","lon","countInDay","countInMorning","highTemp","lowTemp","weather","winddir","wind","weathersit","temp"
"1103","6/16/14",6,16,"公館",10091,25.014908,121.534216,542,172,33,26,"小雨","北風","小於3級","3",29.5
"1104","10/24/14",10,24,"公館",10091,25.014908,121.534216,665,157,28,23,"陰","東北風","小於3級","2",25.5
"1105","7/22/14",7,22,"公館",10091,25.014908,121.534216,509,180,33,27,"暴雨","暫無實況","3-4級","3",30
"1106","3/20/14",3,20,"公館",10091,25.014908,121.534216,572,178,16,12,"小雨","暫無實況","小於3級","3",14
"1107","6/17/14",6,17,"公館",10091,25.014908,121.534216,555,169,33,28,"陰~小雨","西風","小於3級","2",30.5
"1108","12/13/14",12,13,"公館",10091,25.014908,121.534216,593,137,19,16,"陰","暫無實況","小於3級","2",17.5
"1109","1/20/14",1,20,"公館",10091,25.014908,121.534216,573,176,19,9,"小雨","北風","小於3級","3",14
"1110","10/22/14",10,22,"公館",10091,25.014908,121.534216,587,191,26,21,"陰","暫無實況","小於3級","2",23.5
"1111","9/18/14",9,18,"公館",10091,25.014908,121.534216,591,165,32,27,"小雨","暫無實況","小於3級","3",29.5
"1112","6/20/14",6,20,"公館",10091,25.014908,121.534216,614,205,32,25,"陰~小雨","北風","小於3級","2",28.5
"1113","12/12/14",12,12,"公館",10091,25.014908,121.534216,610,151,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"1114","10/20/14",10,20,"公館",10091,25.014908,121.534216,644,214,31,22,"晴~小雨","北風","小於3級","1",26.5
"1115","3/19/14",3,19,"公館",10091,25.014908,121.534216,763,235,24,12,"小雨","西南風","小於3級","3",18
"1116","1/23/14",1,23,"公館",10091,25.014908,121.534216,610,171,21,9,"晴","西風","小於3級","1",15
"1117","6/19/14",6,19,"公館",10091,25.014908,121.534216,582,179,32,26,"陰~小雨","北風","小於3級","2",29
"1118","7/20/14",7,20,"公館",10091,25.014908,121.534216,515,167,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"1119","12/8/14",12,8,"公館",10091,25.014908,121.534216,482,135,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"1120","12/9/14",12,9,"公館",10091,25.014908,121.534216,592,181,23,18,"小雨","暫無實況","小於3級","3",20.5
"1121","3/21/14",3,21,"公館",10091,25.014908,121.534216,617,171,20,13,"多雲","北風","小於3級","2",16.5
"1122","9/20/14",9,20,"公館",10091,25.014908,121.534216,576,165,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1123","6/15/14",6,15,"公館",10091,25.014908,121.534216,548,187,33,26,"小雨","北風","小於3級","3",29.5
"1124","9/17/14",9,17,"公館",10091,25.014908,121.534216,562,180,33,27,"多雲","暫無實況","小於3級","2",30
"1125","10/19/14",10,19,"公館",10091,25.014908,121.534216,797,310,31,22,"晴~小雨","北風","小於3級","1",26.5
"1126","3/17/14",3,17,"公館",10091,25.014908,121.534216,637,201,26,19,"陰~多雲","北風","小於3級","2",22.5
"1127","12/7/14",12,7,"公館",10091,25.014908,121.534216,587,141,20,16,"小雨","暫無實況","小於3級","3",18
"1128","9/18/14",9,18,"古亭",10084,25.026357,121.522873,1085,330,32,27,"小雨","暫無實況","小於3級","3",29.5
"1129","7/21/14",7,21,"古亭",10084,25.026357,121.522873,1011,319,33,27,"暴雨","北風","3-4級","3",30
"1130","10/25/14",10,25,"古亭",10084,25.026357,121.522873,1064,283,28,23,"陰","東北風","小於3級","2",25.5
"1131","9/19/14",9,19,"古亭",10084,25.026357,121.522873,1047,292,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1132","1/25/14",1,25,"古亭",10084,25.026357,121.522873,1015,293,16,12,"陰~小雨","西風","小於3級","2",14
"1133","3/21/14",3,21,"古亭",10084,25.026357,121.522873,1137,311,20,13,"多雲","北風","小於3級","2",16.5
"1134","10/22/14",10,22,"古亭",10084,25.026357,121.522873,1154,335,26,21,"陰","暫無實況","小於3級","2",23.5
"1135","7/22/14",7,22,"古亭",10084,25.026357,121.522873,940,325,33,27,"暴雨","暫無實況","3-4級","3",30
"1136","6/19/14",6,19,"古亭",10084,25.026357,121.522873,973,313,32,26,"陰~小雨","北風","小於3級","2",29
"1137","10/23/14",10,23,"古亭",10084,25.026357,121.522873,1123,304,26,21,"陰","暫無實況","小於3級","2",23.5
"1138","9/17/14",9,17,"古亭",10084,25.026357,121.522873,1073,313,33,27,"多雲","暫無實況","小於3級","2",30
"1139","1/24/14",1,24,"古亭",10084,25.026357,121.522873,1098,317,21,11,"晴","西風","小於3級","1",16
"1140","7/24/14",7,24,"古亭",10084,25.026357,121.522873,1060,314,31,26,"陰~小雨","北風","小於3級","2",28.5
"1141","4/17/14",4,17,"古亭",10084,25.026357,121.522873,1138,341,30,21,"陰","北風","小於3級","2",25.5
"1142","6/18/14",6,18,"古亭",10084,25.026357,121.522873,1089,310,32,25,"陰~中雨","北風","小於3級","2",28.5
"1143","7/23/14",7,23,"古亭",10084,25.026357,121.522873,358,51,33,27,"小雨","北風","小於3級","3",30
"1144","3/22/14",3,22,"古亭",10084,25.026357,121.522873,1087,279,20,17,"多雲","北風","小於3級","2",18.5
"1145","1/22/14",1,22,"古亭",10084,25.026357,121.522873,1085,333,17,7,"陰~多雲","北風","小於3級","2",12
"1146","12/11/14",12,11,"古亭",10084,25.026357,121.522873,1112,277,16,14,"小雨","暫無實況","小於3級","3",15
"1147","4/16/14",4,16,"古亭",10084,25.026357,121.522873,1165,321,29,21,"陰~晴","北風","小於3級","1",25
"1148","7/26/14",7,26,"古亭",10084,25.026357,121.522873,973,266,32,26,"晴~多雲","北風","小於3級","1",29
"1149","7/25/14",7,25,"古亭",10084,25.026357,121.522873,1029,305,32,26,"晴~多雲","北風","小於3級","1",29
"1150","10/20/14",10,20,"古亭",10084,25.026357,121.522873,1050,310,31,22,"晴~小雨","北風","小於3級","1",26.5
"1151","12/13/14",12,13,"古亭",10084,25.026357,121.522873,1094,277,19,16,"陰","暫無實況","小於3級","2",17.5
"1152","7/20/14",7,20,"古亭",10084,25.026357,121.522873,876,238,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"1153","6/20/14",6,20,"古亭",10084,25.026357,121.522873,1059,358,32,25,"陰~小雨","北風","小於3級","2",28.5
"1154","12/10/14",12,10,"古亭",10084,25.026357,121.522873,1150,295,20,18,"中雨","暫無實況","小於3級","3",19
"1155","1/19/14",1,19,"古亭",10084,25.026357,121.522873,900,232,17,11,"多雲~小雨","北風","小於3級","2",14
"1156","3/17/14",3,17,"古亭",10084,25.026357,121.522873,1187,343,26,19,"陰~多雲","北風","小於3級","2",22.5
"1157","6/17/14",6,17,"古亭",10084,25.026357,121.522873,1060,345,33,28,"陰~小雨","西風","小於3級","2",30.5
"1158","9/15/14",9,15,"古亭",10084,25.026357,121.522873,997,299,34,28,"晴~多雲","暫無實況","小於3級","1",31
"1159","6/21/14",6,21,"古亭",10084,25.026357,121.522873,922,268,31,25,"小雨~大雨","西南風","小於3級","3",28
"1160","4/18/14",4,18,"古亭",10084,25.026357,121.522873,1157,323,28,22,"陰","北風","小於3級","2",25
"1161","9/16/14",9,16,"古亭",10084,25.026357,121.522873,998,296,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"1162","6/15/14",6,15,"古亭",10084,25.026357,121.522873,793,213,33,26,"小雨","北風","小於3級","3",29.5
"1163","1/21/14",1,21,"古亭",10084,25.026357,121.522873,1067,344,13,8,"陰~小雨","北風","小於3級","2",10.5
"1164","4/14/14",4,14,"古亭",10084,25.026357,121.522873,1164,334,25,20,"多雲","北風","小於3級","2",22.5
"1165","4/15/14",4,15,"古亭",10084,25.026357,121.522873,1084,318,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"1166","1/20/14",1,20,"古亭",10084,25.026357,121.522873,1123,330,19,9,"小雨","北風","小於3級","3",14
"1167","10/19/14",10,19,"古亭",10084,25.026357,121.522873,961,226,31,22,"晴~小雨","北風","小於3級","1",26.5
"1168","12/9/14",12,9,"古亭",10084,25.026357,121.522873,1109,304,23,18,"小雨","暫無實況","小於3級","3",20.5
"1169","1/23/14",1,23,"古亭",10084,25.026357,121.522873,1204,366,21,9,"晴","西風","小於3級","1",15
"1170","3/19/14",3,19,"古亭",10084,25.026357,121.522873,1136,317,24,12,"小雨","西南風","小於3級","3",18
"1171","10/21/14",10,21,"古亭",10084,25.026357,121.522873,1144,313,25,21,"小雨~陰","暫無實況","小於3級","2",23
"1172","3/16/14",3,16,"古亭",10084,25.026357,121.522873,922,205,26,17,"多雲","北風","小於3級","2",21.5
"1173","4/13/14",4,13,"古亭",10084,25.026357,121.522873,972,230,23,20,"小雨","北風","小於3級","3",21.5
"1174","4/19/14",4,19,"古亭",10084,25.026357,121.522873,1095,326,28,20,"小雨","北風","小於3級","3",24
"1175","12/12/14",12,12,"古亭",10084,25.026357,121.522873,1112,271,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"1176","3/20/14",3,20,"古亭",10084,25.026357,121.522873,1147,351,16,12,"小雨","暫無實況","小於3級","3",14
"1177","6/16/14",6,16,"古亭",10084,25.026357,121.522873,961,310,33,26,"小雨","北風","小於3級","3",29.5
"1178","9/20/14",9,20,"古亭",10084,25.026357,121.522873,971,255,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1179","9/14/14",9,14,"古亭",10084,25.026357,121.522873,850,206,34,30,"多雲","暫無實況","4-5級","2",32
"1180","12/7/14",12,7,"古亭",10084,25.026357,121.522873,1044,247,20,16,"小雨","暫無實況","小於3級","3",18
"1181","3/18/14",3,18,"古亭",10084,25.026357,121.522873,1241,344,28,15,"多雲~小雨","北風","小於3級","2",21.5
"1182","10/24/14",10,24,"古亭",10084,25.026357,121.522873,1160,353,28,23,"陰","東北風","小於3級","2",25.5
"1183","12/8/14",12,8,"古亭",10084,25.026357,121.522873,1033,295,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"1184","9/17/14",9,17,"關渡",11259,25.125633,121.467102,351,171,33,27,"多雲","暫無實況","小於3級","2",30
"1185","7/24/14",7,24,"關渡",11259,25.125633,121.467102,345,148,31,26,"陰~小雨","北風","小於3級","2",28.5
"1186","12/10/14",12,10,"關渡",11259,25.125633,121.467102,391,167,20,18,"中雨","暫無實況","小於3級","3",19
"1187","10/20/14",10,20,"關渡",11259,25.125633,121.467102,432,186,31,22,"晴~小雨","北風","小於3級","1",26.5
"1188","9/16/14",9,16,"關渡",11259,25.125633,121.467102,355,174,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"1189","6/21/14",6,21,"關渡",11259,25.125633,121.467102,332,163,31,25,"小雨~大雨","西南風","小於3級","3",28
"1190","6/16/14",6,16,"關渡",11259,25.125633,121.467102,361,151,33,26,"小雨","北風","小於3級","3",29.5
"1191","7/21/14",7,21,"關渡",11259,25.125633,121.467102,339,146,33,27,"暴雨","北風","3-4級","3",30
"1192","7/20/14",7,20,"關渡",11259,25.125633,121.467102,245,103,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"1193","9/15/14",9,15,"關渡",11259,25.125633,121.467102,378,163,34,28,"晴~多雲","暫無實況","小於3級","1",31
"1194","4/15/14",4,15,"關渡",11259,25.125633,121.467102,383,179,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"1195","6/20/14",6,20,"關渡",11259,25.125633,121.467102,347,135,32,25,"陰~小雨","北風","小於3級","2",28.5
"1196","1/24/14",1,24,"關渡",11259,25.125633,121.467102,367,142,21,11,"晴","西風","小於3級","1",16
"1197","6/17/14",6,17,"關渡",11259,25.125633,121.467102,334,171,33,28,"陰~小雨","西風","小於3級","2",30.5
"1198","12/8/14",12,8,"關渡",11259,25.125633,121.467102,360,147,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"1199","4/19/14",4,19,"關渡",11259,25.125633,121.467102,394,176,28,20,"小雨","北風","小於3級","3",24
"1200","12/11/14",12,11,"關渡",11259,25.125633,121.467102,390,175,16,14,"小雨","暫無實況","小於3級","3",15
"1201","4/14/14",4,14,"關渡",11259,25.125633,121.467102,443,193,25,20,"多雲","北風","小於3級","2",22.5
"1202","7/23/14",7,23,"關渡",11259,25.125633,121.467102,94,35,33,27,"小雨","北風","小於3級","3",30
"1203","12/13/14",12,13,"關渡",11259,25.125633,121.467102,387,169,19,16,"陰","暫無實況","小於3級","2",17.5
"1204","12/12/14",12,12,"關渡",11259,25.125633,121.467102,321,142,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"1205","10/19/14",10,19,"關渡",11259,25.125633,121.467102,325,140,31,22,"晴~小雨","北風","小於3級","1",26.5
"1206","9/19/14",9,19,"關渡",11259,25.125633,121.467102,332,151,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1207","1/19/14",1,19,"關渡",11259,25.125633,121.467102,303,94,17,11,"多雲~小雨","北風","小於3級","2",14
"1208","9/20/14",9,20,"關渡",11259,25.125633,121.467102,390,209,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1209","7/26/14",7,26,"關渡",11259,25.125633,121.467102,355,168,32,26,"晴~多雲","北風","小於3級","1",29
"1210","3/19/14",3,19,"關渡",11259,25.125633,121.467102,469,216,24,12,"小雨","西南風","小於3級","3",18
"1211","12/9/14",12,9,"關渡",11259,25.125633,121.467102,358,159,23,18,"小雨","暫無實況","小於3級","3",20.5
"1212","4/16/14",4,16,"關渡",11259,25.125633,121.467102,476,227,29,21,"陰~晴","北風","小於3級","1",25
"1213","1/23/14",1,23,"關渡",11259,25.125633,121.467102,398,142,21,9,"晴","西風","小於3級","1",15
"1214","6/18/14",6,18,"關渡",11259,25.125633,121.467102,402,192,32,25,"陰~中雨","北風","小於3級","2",28.5
"1215","7/25/14",7,25,"關渡",11259,25.125633,121.467102,317,147,32,26,"晴~多雲","北風","小於3級","1",29
"1216","9/18/14",9,18,"關渡",11259,25.125633,121.467102,340,155,32,27,"小雨","暫無實況","小於3級","3",29.5
"1217","4/17/14",4,17,"關渡",11259,25.125633,121.467102,362,139,30,21,"陰","北風","小於3級","2",25.5
"1218","4/18/14",4,18,"關渡",11259,25.125633,121.467102,376,170,28,22,"陰","北風","小於3級","2",25
"1219","1/21/14",1,21,"關渡",11259,25.125633,121.467102,376,166,13,8,"陰~小雨","北風","小於3級","2",10.5
"1220","4/13/14",4,13,"關渡",11259,25.125633,121.467102,313,115,23,20,"小雨","北風","小於3級","3",21.5
"1221","10/23/14",10,23,"關渡",11259,25.125633,121.467102,409,194,26,21,"陰","暫無實況","小於3級","2",23.5
"1222","3/20/14",3,20,"關渡",11259,25.125633,121.467102,359,165,16,12,"小雨","暫無實況","小於3級","3",14
"1223","7/22/14",7,22,"關渡",11259,25.125633,121.467102,266,136,33,27,"暴雨","暫無實況","3-4級","3",30
"1224","1/22/14",1,22,"關渡",11259,25.125633,121.467102,413,209,17,7,"陰~多雲","北風","小於3級","2",12
"1225","3/22/14",3,22,"關渡",11259,25.125633,121.467102,382,178,20,17,"多雲","北風","小於3級","2",18.5
"1226","3/16/14",3,16,"關渡",11259,25.125633,121.467102,377,144,26,17,"多雲","北風","小於3級","2",21.5
"1227","10/22/14",10,22,"關渡",11259,25.125633,121.467102,380,189,26,21,"陰","暫無實況","小於3級","2",23.5
"1228","10/25/14",10,25,"關渡",11259,25.125633,121.467102,498,252,28,23,"陰","東北風","小於3級","2",25.5
"1229","1/20/14",1,20,"關渡",11259,25.125633,121.467102,406,142,19,9,"小雨","北風","小於3級","3",14
"1230","6/19/14",6,19,"關渡",11259,25.125633,121.467102,364,169,32,26,"陰~小雨","北風","小於3級","2",29
"1231","9/14/14",9,14,"關渡",11259,25.125633,121.467102,279,104,34,30,"多雲","暫無實況","4-5級","2",32
"1232","3/18/14",3,18,"關渡",11259,25.125633,121.467102,409,176,28,15,"多雲~小雨","北風","小於3級","2",21.5
"1233","10/21/14",10,21,"關渡",11259,25.125633,121.467102,400,195,25,21,"小雨~陰","暫無實況","小於3級","2",23
"1234","3/17/14",3,17,"關渡",11259,25.125633,121.467102,418,165,26,19,"陰~多雲","北風","小於3級","2",22.5
"1235","6/15/14",6,15,"關渡",11259,25.125633,121.467102,302,134,33,26,"小雨","北風","小於3級","3",29.5
"1236","10/24/14",10,24,"關渡",11259,25.125633,121.467102,419,199,28,23,"陰","東北風","小於3級","2",25.5
"1237","12/7/14",12,7,"關渡",11259,25.125633,121.467102,360,113,20,16,"小雨","暫無實況","小於3級","3",18
"1238","1/25/14",1,25,"關渡",11259,25.125633,121.467102,349,166,16,12,"陰~小雨","西風","小於3級","2",14
"1239","3/21/14",3,21,"關渡",11259,25.125633,121.467102,350,136,20,13,"多雲","北風","小於3級","2",16.5
"1240","12/9/14",12,9,"國父紀念館",11072,25.041349,121.557802,619,195,23,18,"小雨","暫無實況","小於3級","3",20.5
"1241","1/21/14",1,21,"國父紀念館",11072,25.041349,121.557802,602,194,13,8,"陰~小雨","北風","小於3級","2",10.5
"1242","3/19/14",3,19,"國父紀念館",11072,25.041349,121.557802,611,203,24,12,"小雨","西南風","小於3級","3",18
"1243","1/24/14",1,24,"國父紀念館",11072,25.041349,121.557802,637,175,21,11,"晴","西風","小於3級","1",16
"1244","12/11/14",12,11,"國父紀念館",11072,25.041349,121.557802,617,179,16,14,"小雨","暫無實況","小於3級","3",15
"1245","1/23/14",1,23,"國父紀念館",11072,25.041349,121.557802,639,185,21,9,"晴","西風","小於3級","1",15
"1246","1/19/14",1,19,"國父紀念館",11072,25.041349,121.557802,492,121,17,11,"多雲~小雨","北風","小於3級","2",14
"1247","12/13/14",12,13,"國父紀念館",11072,25.041349,121.557802,631,180,19,16,"陰","暫無實況","小於3級","2",17.5
"1248","9/19/14",9,19,"國父紀念館",11072,25.041349,121.557802,618,190,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1249","10/23/14",10,23,"國父紀念館",11072,25.041349,121.557802,630,210,26,21,"陰","暫無實況","小於3級","2",23.5
"1250","9/17/14",9,17,"國父紀念館",11072,25.041349,121.557802,645,199,33,27,"多雲","暫無實況","小於3級","2",30
"1251","12/10/14",12,10,"國父紀念館",11072,25.041349,121.557802,614,192,20,18,"中雨","暫無實況","小於3級","3",19
"1252","9/18/14",9,18,"國父紀念館",11072,25.041349,121.557802,597,197,32,27,"小雨","暫無實況","小於3級","3",29.5
"1253","3/22/14",3,22,"國父紀念館",11072,25.041349,121.557802,591,144,20,17,"多雲","北風","小於3級","2",18.5
"1254","10/21/14",10,21,"國父紀念館",11072,25.041349,121.557802,664,235,25,21,"小雨~陰","暫無實況","小於3級","2",23
"1255","3/17/14",3,17,"國父紀念館",11072,25.041349,121.557802,583,186,26,19,"陰~多雲","北風","小於3級","2",22.5
"1256","6/15/14",6,15,"國父紀念館",11072,25.041349,121.557802,504,139,33,26,"小雨","北風","小於3級","3",29.5
"1257","4/16/14",4,16,"國父紀念館",11072,25.041349,121.557802,657,235,29,21,"陰~晴","北風","小於3級","1",25
"1258","10/20/14",10,20,"國父紀念館",11072,25.041349,121.557802,596,187,31,22,"晴~小雨","北風","小於3級","1",26.5
"1259","7/21/14",7,21,"國父紀念館",11072,25.041349,121.557802,591,220,33,27,"暴雨","北風","3-4級","3",30
"1260","4/13/14",4,13,"國父紀念館",11072,25.041349,121.557802,542,144,23,20,"小雨","北風","小於3級","3",21.5
"1261","4/18/14",4,18,"國父紀念館",11072,25.041349,121.557802,661,208,28,22,"陰","北風","小於3級","2",25
"1262","7/24/14",7,24,"國父紀念館",11072,25.041349,121.557802,625,208,31,26,"陰~小雨","北風","小於3級","2",28.5
"1263","7/26/14",7,26,"國父紀念館",11072,25.041349,121.557802,532,158,32,26,"晴~多雲","北風","小於3級","1",29
"1264","9/14/14",9,14,"國父紀念館",11072,25.041349,121.557802,616,157,34,30,"多雲","暫無實況","4-5級","2",32
"1265","3/16/14",3,16,"國父紀念館",11072,25.041349,121.557802,570,153,26,17,"多雲","北風","小於3級","2",21.5
"1266","1/25/14",1,25,"國父紀念館",11072,25.041349,121.557802,550,155,16,12,"陰~小雨","西風","小於3級","2",14
"1267","10/24/14",10,24,"國父紀念館",11072,25.041349,121.557802,640,190,28,23,"陰","東北風","小於3級","2",25.5
"1268","12/8/14",12,8,"國父紀念館",11072,25.041349,121.557802,544,181,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"1269","10/25/14",10,25,"國父紀念館",11072,25.041349,121.557802,628,185,28,23,"陰","東北風","小於3級","2",25.5
"1270","7/23/14",7,23,"國父紀念館",11072,25.041349,121.557802,173,29,33,27,"小雨","北風","小於3級","3",30
"1271","4/15/14",4,15,"國父紀念館",11072,25.041349,121.557802,658,226,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"1272","4/19/14",4,19,"國父紀念館",11072,25.041349,121.557802,616,188,28,20,"小雨","北風","小於3級","3",24
"1273","4/17/14",4,17,"國父紀念館",11072,25.041349,121.557802,673,231,30,21,"陰","北風","小於3級","2",25.5
"1274","7/22/14",7,22,"國父紀念館",11072,25.041349,121.557802,526,212,33,27,"暴雨","暫無實況","3-4級","3",30
"1275","12/12/14",12,12,"國父紀念館",11072,25.041349,121.557802,666,195,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"1276","3/18/14",3,18,"國父紀念館",11072,25.041349,121.557802,660,199,28,15,"多雲~小雨","北風","小於3級","2",21.5
"1277","3/20/14",3,20,"國父紀念館",11072,25.041349,121.557802,584,178,16,12,"小雨","暫無實況","小於3級","3",14
"1278","9/15/14",9,15,"國父紀念館",11072,25.041349,121.557802,551,183,34,28,"晴~多雲","暫無實況","小於3級","1",31
"1279","1/20/14",1,20,"國父紀念館",11072,25.041349,121.557802,610,179,19,9,"小雨","北風","小於3級","3",14
"1280","6/19/14",6,19,"國父紀念館",11072,25.041349,121.557802,580,179,32,26,"陰~小雨","北風","小於3級","2",29
"1281","4/14/14",4,14,"國父紀念館",11072,25.041349,121.557802,640,205,25,20,"多雲","北風","小於3級","2",22.5
"1282","12/7/14",12,7,"國父紀念館",11072,25.041349,121.557802,552,163,20,16,"小雨","暫無實況","小於3級","3",18
"1283","6/20/14",6,20,"國父紀念館",11072,25.041349,121.557802,606,195,32,25,"陰~小雨","北風","小於3級","2",28.5
"1284","6/18/14",6,18,"國父紀念館",11072,25.041349,121.557802,574,189,32,25,"陰~中雨","北風","小於3級","2",28.5
"1285","10/19/14",10,19,"國父紀念館",11072,25.041349,121.557802,592,160,31,22,"晴~小雨","北風","小於3級","1",26.5
"1286","9/16/14",9,16,"國父紀念館",11072,25.041349,121.557802,601,199,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"1287","10/22/14",10,22,"國父紀念館",11072,25.041349,121.557802,625,207,26,21,"陰","暫無實況","小於3級","2",23.5
"1288","6/21/14",6,21,"國父紀念館",11072,25.041349,121.557802,565,149,31,25,"小雨~大雨","西南風","小於3級","3",28
"1289","1/22/14",1,22,"國父紀念館",11072,25.041349,121.557802,644,179,17,7,"陰~多雲","北風","小於3級","2",12
"1290","6/16/14",6,16,"國父紀念館",11072,25.041349,121.557802,580,210,33,26,"小雨","北風","小於3級","3",29.5
"1291","6/17/14",6,17,"國父紀念館",11072,25.041349,121.557802,604,207,33,28,"陰~小雨","西風","小於3級","2",30.5
"1292","7/20/14",7,20,"國父紀念館",11072,25.041349,121.557802,494,155,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"1293","3/21/14",3,21,"國父紀念館",11072,25.041349,121.557802,647,199,20,13,"多雲","北風","小於3級","2",16.5
"1294","7/25/14",7,25,"國父紀念館",11072,25.041349,121.557802,651,200,32,26,"晴~多雲","北風","小於3級","1",29
"1295","9/20/14",9,20,"國父紀念館",11072,25.041349,121.557802,572,168,30,27,"陰~暴雨","暫無實況","小於3級~3-4級","2",28.5
"1296","12/7/14",12,7,"海山",23660,24.985339,121.448786,156,77,20,16,"小雨","暫無實況","小於3級","3",18
"1297","3/16/14",3,16,"海山",23660,24.985339,121.448786,122,46,26,17,"多雲","北風","小於3級","2",21.5
"1298","4/15/14",4,15,"海山",23660,24.985339,121.448786,110,35,28,21,"多雲~晴","暫無實況","小於3級","1",24.5
"1299","7/24/14",7,24,"海山",23660,24.985339,121.448786,106,39,31,26,"陰~小雨","北風","小於3級","2",28.5
"1300","7/20/14",7,20,"海山",23660,24.985339,121.448786,81,32,33,26,"晴~多雲","暫無實況","小於3級","1",29.5
"1301","12/8/14",12,8,"海山",23660,24.985339,121.448786,135,57,21,19,"中雨~小雨","暫無實況","小於3級","3",20
"1302","12/11/14",12,11,"海山",23660,24.985339,121.448786,140,49,16,14,"小雨","暫無實況","小於3級","3",15
"1303","10/24/14",10,24,"海山",23660,24.985339,121.448786,125,37,28,23,"陰","東北風","小於3級","2",25.5
"1304","12/13/14",12,13,"海山",23660,24.985339,121.448786,122,37,19,16,"陰","暫無實況","小於3級","2",17.5
"1305","6/18/14",6,18,"海山",23660,24.985339,121.448786,107,44,32,25,"陰~中雨","北風","小於3級","2",28.5
"1306","1/20/14",1,20,"海山",23660,24.985339,121.448786,132,49,19,9,"小雨","北風","小於3級","3",14
"1307","7/26/14",7,26,"海山",23660,24.985339,121.448786,105,38,32,26,"晴~多雲","北風","小於3級","1",29
"1308","4/16/14",4,16,"海山",23660,24.985339,121.448786,109,35,29,21,"陰~晴","北風","小於3級","1",25
"1309","3/19/14",3,19,"海山",23660,24.985339,121.448786,138,47,24,12,"小雨","西南風","小於3級","3",18
"1310","1/19/14",1,19,"海山",23660,24.985339,121.448786,114,33,17,11,"多雲~小雨","北風","小於3級","2",14
"1311","9/16/14",9,16,"海山",23660,24.985339,121.448786,116,36,33,28,"晴~陰","暫無實況","小於3級","1",30.5
"1312","10/20/14",10,20,"海山",23660,24.985339,121.448786,113,24,31,22,"晴~小雨","北風","小於3級","1",26.5
"1313","4/14/14",4,14,"海山",23660,24.985339,121.448786,130,44,25,20,"多雲","北風","小於3級","2",22.5
"1314","10/22/14",10,22,"海山",23660,24.985339,121.448786,110,38,26,21,"陰","暫無實況","小於3級","2",23.5
"1315","7/21/14",7,21,"海山",23660,24.985339,121.448786,108,34,33,27,"暴雨","北風","3-4級","3",30
"1316","6/15/14",6,15,"海山",23660,24.985339,121.448786,102,36,33,26,"小雨","北風","小於3級","3",29.5
"1317","3/18/14",3,18,"海山",23660,24.985339,121.448786,128,44,28,15,"多雲~小雨","北風","小於3級","2",21.5
"1318","7/23/14",7,23,"海山",23660,24.985339,121.448786,39,8,33,27,"小雨","北風","小於3級","3",30
"1319","10/19/14",10,19,"海山",23660,24.985339,121.448786,120,36,31,22,"晴~小雨","北風","小於3級","1",26.5
"1320","10/25/14",10,25,"海山",23660,24.985339,121.448786,111,32,28,23,"陰","東北風","小於3級","2",25.5
"1321","4/18/14",4,18,"海山",23660,24.985339,121.448786,123,47,28,22,"陰","北風","小於3級","2",25
"1322","6/21/14",6,21,"海山",23660,24.985339,121.448786,102,38,31,25,"小雨~大雨","西南風","小於3級","3",28
"1323","3/17/14",3,17,"海山",23660,24.985339,121.448786,143,47,26,19,"陰~多雲","北風","小於3級","2",22.5
"1324","12/12/14",12,12,"海山",23660,24.985339,121.448786,114,36,15,12,"小雨~陰","暫無實況","小於3級","2",13.5
"1325","9/18/14",9,18,"海山",23660,24.985339,121.448786,118,43,32,27,"小雨","暫無實況","小於3級","3",29.5
"1326","10/23/14",10,23,"海山",23660,24.985339,121.448786,115,41,26,21,"陰","暫無實況","小於3級","2",23.5
"1327","3/20/14",3,20,"海山",23660,24.985339,121.448786,116,37,16,12,"小雨","暫無實況","小於3級","3",14
"1328","6/17/14",6,17,"海山",23660,24.985339,121.448786,97,31,33,28,"陰~小雨","西風","小於3級","2",30.5
